"unique_key","created_date","closed_date","descriptor","incident_address","street_name","cross_street_1","cross_street_2","borough","latitude","longitude"
"58150158","2023-07-09T19:02:00.000","2023-07-11T12:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","48-20 66 STREET","66 STREET","48 AVE","49 AVE","QUEENS","40.73821120151854","-73.89891449917205"
"58144347","2023-07-09T18:56:00.000","2023-07-15T13:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.59672463823907","-73.80106594896444"
"58150179","2023-07-09T18:56:00.000","2023-07-10T18:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2 BAYARD STREET","BAYARD STREET","ROEBLING ST","LORIMER ST","BROOKLYN","40.71882914967173","-73.95198456017273"
"58150156","2023-07-09T18:53:00.000","2023-07-10T09:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","222-04 39 AVENUE","39 AVENUE","222 ST","223 ST","QUEENS","40.767031862545586","-73.76159712191868"
"58144359","2023-07-09T18:47:00.000","2023-07-10T09:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.772890417098594","-73.7966151866544"
"58144348","2023-07-09T17:11:00.000","2023-07-10T14:53:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3236 TIERNEY PLACE","TIERNEY PLACE","LONGSTREET AVE","LOCUST POINT DR","BRONX","40.81462027241159","-73.80068558496129"
"58146249","2023-07-09T17:08:00.000","2023-07-10T12:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1601 AVENUE R","AVENUE R","E 16 ST","E 17 ST","BROOKLYN","40.60592726655482","-73.95665030442473"
"58150159","2023-07-09T16:59:00.000","2023-07-10T08:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.78351881571457","-73.79704131640929"
"58149138","2023-07-09T16:53:00.000","2023-07-17T10:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","226-01 59 AVENUE","59 AVENUE","226 ST","CLOVERDALE BLVD","QUEENS","40.7514438237639","-73.75221832614729"
"58144360","2023-07-09T16:32:00.000","2023-07-11T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.75206837822307","-73.92646831511476"
"58148196","2023-07-09T16:32:00.000","2023-07-10T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","119-13 223 STREET","223 STREET","119 AVE","120 AVE","QUEENS","40.69066007191352","-73.73941586796045"
"58144363","2023-07-09T14:08:00.000","2023-07-10T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1834 EAST   51 STREET","EAST   51 STREET","AVENUE O","FILLMORE AVE","BROOKLYN","40.615551026195654","-73.92551291681548"
"58145318","2023-07-09T12:38:00.000","2023-07-10T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","323 DIXON AVENUE","DIXON AVENUE","LAKE AVE","SIMONSON AVE","STATEN ISLAND","40.62877526360329","-74.15251267972972"
"58149139","2023-07-09T12:17:00.000","2023-07-10T08:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3560 BROADWAY","BROADWAY","W 146 ST","W 147 ST","MANHATTAN","40.82719327066936","-73.94987927678933"
"58145283","2023-07-09T09:47:00.000","2023-07-11T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","753 WOOLEY AVENUE","WOOLEY AVENUE","DAWSON ST","FOREST HILL RD","STATEN ISLAND","40.604219070056985","-74.1405687490308"
"58144349","2023-07-09T07:56:00.000","2023-07-09T08:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","519 METROPOLITAN AVENUE","METROPOLITAN AVENUE","UNION AVE","LORIMER ST","BROOKLYN","40.71407487633347","-73.95115832578028"
"58148190","2023-07-09T07:44:00.000","2023-07-14T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","78-29 82 STREET","82 STREET","78 RD","MYRTLE AVE","QUEENS","40.70447002124455","-73.86671818449695"
"58141214","2023-07-08T18:17:00.000","2023-07-09T08:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","184 KENT AVENUE","KENT AVENUE","N 4 PL","N 3 ST","BROOKLYN","40.71849034402113","-73.96369820402633"
"58141169","2023-07-08T17:44:00.000","2023-07-09T14:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.64028365608836","-73.94361673907983"
"58140099","2023-07-08T16:05:00.000","2023-07-14T13:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","221-01 137 AVENUE","137 AVENUE","221 ST","222 ST","QUEENS","40.67482662632342","-73.74985683321202"
"58138856","2023-07-08T12:38:00.000","2023-07-09T13:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.68389268899571","-73.93822197203136"
"58134357","2023-07-08T11:02:00.000","2023-07-08T11:02:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","179 AVENUE A","AVENUE A","E 11 ST","E 12 ST","MANHATTAN","40.72864746526736","-73.98165691570632"
"58141171","2023-07-08T10:53:00.000","2023-07-10T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","74 AVENUE A","AVENUE A","E 5 ST","E 6 ST","MANHATTAN","40.72495067256517","-73.9843277069479"
"58134339","2023-07-08T06:50:00.000","2023-07-08T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","6302 24 AVENUE","24 AVENUE","63 ST","64 ST","BROOKLYN","40.61224045256095","-73.97589374902088"
"58128221","2023-07-07T22:11:00.000","2023-07-08T13:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1479 1 AVENUE","1 AVENUE","E 77 ST","E 78 ST","MANHATTAN","40.771122783666556","-73.9535895451555"
"58133554","2023-07-07T21:41:00.000","2023-07-09T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","170-03 90 AVENUE","90 AVENUE","170 ST","171 ST","QUEENS","40.70879206815452","-73.79049140541026"
"58123913","2023-07-07T21:14:00.000","2023-07-09T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","325 RIVERSIDE DRIVE","RIVERSIDE DRIVE","WEST END AVE","RIVERSIDE DR","MANHATTAN","40.80142469476329","-73.97041454096428"
"58132318","2023-07-07T21:14:00.000","2023-07-11T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","320 RIVERSIDE DRIVE","RIVERSIDE DRIVE","W 104 ST","W 105 ST","MANHATTAN","40.80105703285138","-73.97093120998102"
"58130793","2023-07-07T21:11:00.000","2023-07-11T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.60256992004735","-74.07596349371762"
"58126895","2023-07-07T21:06:00.000","2023-07-08T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","5301 21 AVENUE","21 AVENUE","53 ST","57 ST","BROOKLYN","40.62193521015961","-73.97661789893712"
"58129519","2023-07-07T16:09:00.000","2023-07-08T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","54 PARKWAY COURT","PARKWAY COURT","OCEAN PKWY","HUBBARD ST","BROOKLYN","40.589724710447705","-73.96462872184478"
"58125293","2023-07-07T15:20:00.000","2023-07-08T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1057 STERLING PLACE","STERLING PLACE","BROOKLYN AVE","KINGSTON AVE","BROOKLYN","40.67217248931501","-73.94353931167882"
"58133439","2023-07-07T14:59:00.000","2023-07-13T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3700 WHITEPLAINS ROAD","WHITEPLAINS ROAD","E 216 ST","E 217 ST","BRONX","40.88153492169866","-73.863929453165"
"58128194","2023-07-07T14:47:00.000","2023-07-08T13:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","411 64 STREET","64 STREET","4 AVE","5 AVE","BROOKLYN","40.63826181449248","-74.02022068340945"
"58123896","2023-07-07T13:59:00.000","2023-07-13T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","226-05 88 AVENUE","88 AVENUE","HILLSIDE AVE","BEND","QUEENS","40.73098113806409","-73.74077721992555"
"58130786","2023-07-07T13:53:00.000","2023-07-08T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","8901 AVENUE B","AVENUE B","E 89 ST","REMSEN AVE","BROOKLYN","40.649108464045554","-73.91697792173905"
"58125264","2023-07-07T11:41:00.000","2023-07-08T12:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","196 EAST   59 STREET","EAST   59 STREET","SNYDER AVE","TILDEN AVE","BROOKLYN","40.649465702027356","-73.92147852588816"
"58123888","2023-07-07T11:11:00.000","2023-07-07T11:28:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2605 JEROME AVENUE","JEROME AVENUE","W 192 ST","E 193 ST","BRONX","40.86603556004148","-73.89853219364673"
"58132313","2023-07-07T10:53:00.000","2023-07-08T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.63614700611716","-73.99095646711457"
"58126884","2023-07-07T10:50:00.000","2023-07-08T13:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.72784191702913","-73.7957207968052"
"58123897","2023-07-07T10:29:00.000","2023-07-08T08:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","61 WYTHE AVENUE","WYTHE AVENUE","N 12 ST","N 11 ST","BROOKLYN","40.7221991527179","-73.95754152668594"
"58132314","2023-07-07T10:26:00.000","2023-07-07T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2702 EAST   23 STREET","EAST   23 STREET","VOORHIES AVE","SHORE PKWY","BROOKLYN","40.5864950062546","-73.94586554999506"
"58125265","2023-07-07T09:56:00.000","2023-07-07T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1469 EAST    8 STREET","EAST    8 STREET","AVENUE N","AVENUE O","BROOKLYN","40.6131985943707","-73.96588050260532"
"58128216","2023-07-07T09:50:00.000","2023-07-08T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.763627088043926","-73.88114770546625"
"58125266","2023-07-07T09:47:00.000","2023-07-08T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.76180698228804","-73.88081885153149"
"58128220","2023-07-07T09:38:00.000","2023-07-10T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","15 CARDINAL LANE","CARDINAL LANE","WILLOW LN","TIMBER RIDGE DR","STATEN ISLAND","40.55535202983303","-74.14159231439366"
"58133440","2023-07-07T09:29:00.000","2023-07-08T10:25:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","574 TROY AVENUE","TROY AVENUE","FENIMORE ST","HAWTHORNE ST","BROOKLYN","40.65937020615396","-73.93702644336537"
"58125256","2023-07-07T08:35:00.000","2023-07-08T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","477 HUDSON STREET","HUDSON STREET","BARROW ST","GROVE ST","MANHATTAN","40.732079682916","-74.00657051077432"
"58123901","2023-07-07T08:26:00.000","2023-07-07T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1223 CHURCH AVENUE","CHURCH AVENUE","WESTMINSTER RD","ARGYLE RD","BROOKLYN","40.647448725881695","-73.96816209213961"
"58132112","2023-07-07T07:53:00.000","2023-07-10T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2230 5 AVENUE","5 AVENUE","E 135 ST","W 136 ST","MANHATTAN","40.813183574373184","-73.93732164068847"
"58111898","2023-07-06T20:47:00.000","2023-07-07T10:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","6701 11 AVENUE","11 AVENUE","67 ST","OVINGTON AVE","BROOKLYN","40.627374790400545","-74.00723387538044"
"58121333","2023-07-06T19:08:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)","1428 VYSE AVENUE","VYSE AVENUE","FREEMAN ST","JENNINGS ST","BRONX","40.83092788633529","-73.88943260814236"
"58119881","2023-07-06T17:44:00.000","2023-07-07T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.64815254350577","-74.0108217593671"
"58113936","2023-07-06T15:41:00.000","2023-07-07T08:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1886 BROADWAY","BROADWAY","W 62 ST","W 63 ST","MANHATTAN","40.77083980344637","-73.98213629361037"
"58113970","2023-07-06T15:29:00.000","2023-07-07T10:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","57-19 155 STREET","155 STREET","BOOTH MEMORIAL AVE","58 AVE","QUEENS","40.742572139996355","-73.81295801008851"
"58122891","2023-07-06T14:56:00.000","2023-07-07T09:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.725561300061095","-73.87964257631107"
"58121447","2023-07-06T14:44:00.000","2023-07-07T09:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","526 AVENUE Z","AVENUE Z","SHELL RD","W 3 ST","BROOKLYN","40.585799404559836","-73.97400594314735"
"58113978","2023-07-06T14:29:00.000","2023-07-09T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","67-40 YELLOWSTON BOULEVARD","YELLOWSTON BOULEVARD","67 RD","67 DR","QUEENS","40.72732300665195","-73.84899720231816"
"58111928","2023-07-06T14:17:00.000","2023-07-08T10:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","207 BRIGHTON    1 WALK","BRIGHTON    1 WALK","BRIGHTON 1 PL","BEND","BROOKLYN","40.57799397037937","-73.96643846631319"
"58123094","2023-07-06T14:05:00.000","2023-07-07T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","142 5 AVENUE","5 AVENUE","STERLING PL","ST JOHNS PL","BROOKLYN","40.67856603083583","-73.97901358985597"
"58121334","2023-07-06T13:44:00.000","2023-07-12T16:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","86-16 260 STREET","260 STREET","86 AVE","87 AVE","QUEENS","40.7330184280224","-73.70673260584128"
"58115481","2023-07-06T13:11:00.000","2023-07-11T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-16 83 STREET","83 STREET","45 AVE","WHITNEY AVE","QUEENS","40.741277082204356","-73.88162061782997"
"58117042","2023-07-06T13:08:00.000","2023-07-07T11:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","45-11 82 STREET","82 STREET","45 AVE","47 AVE","QUEENS","40.741514454924385","-73.88291572024654"
"58121335","2023-07-06T12:59:00.000","2023-07-09T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","544 EGAN STREET","EGAN STREET","LINWOOD ST","ESSEX ST","BROOKLYN","40.65668232857404","-73.8729875068888"
"58122971","2023-07-06T12:38:00.000","2023-07-10T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","505 BEACH AVENUE","BEACH AVENUE","LACOMBE AVE","RANDALL AVE","BRONX","40.81528146817701","-73.86250422765052"
"58115411","2023-07-06T12:05:00.000","2023-07-08T12:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","4150 WHITE PLAINS ROAD","WHITE PLAINS ROAD","E 231 ST","E 232 ST","BRONX","40.8921470555663","-73.85805923347041"
"58121451","2023-07-06T12:02:00.000","2023-07-07T09:05:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2406 AVENUE V","AVENUE V","E 24 ST","BEDFORD AVE","BROOKLYN","40.5976970662129","-73.94700516364459"
"58123095","2023-07-06T11:17:00.000","2023-07-07T13:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.71904771006535","-73.99647909687339"
"58113937","2023-07-06T10:38:00.000","2023-07-08T12:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.75540567457186","-73.9794838761401"
"58111881","2023-07-06T10:02:00.000","2023-07-07T14:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","112-04 GUY BREWER BOULEVARD","GUY BREWER BOULEVARD","MATHIAS AVE","PHROANE AVE","QUEENS","40.69063707836004","-73.78692807110279"
"58119919","2023-07-06T09:53:00.000","2023-07-07T14:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","302 STERLING STREET","STERLING STREET","ROGERS AVE","NOSTRAND AVE","BROOKLYN","40.663085384270126","-73.95142274142678"
"58117163","2023-07-06T09:26:00.000","2023-07-10T11:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","260 MEREDITH AVENUE","MEREDITH AVENUE","STATEN ISLAND RAILWAY LINE","SOUTH AVE","STATEN ISLAND","40.59931920606547","-74.19368788900083"
"58113938","2023-07-06T09:17:00.000","2023-07-10T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","425 JEWETT AVENUE","JEWETT AVENUE","HAUGHWOUT AVE","FOREST AVE","STATEN ISLAND","40.62656452188987","-74.13122772791783"
"58115412","2023-07-06T08:47:00.000","2023-07-13T11:31:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","46 BEDFORD STREET","BEDFORD STREET","LEROY ST","7 AVE S","MANHATTAN","40.73049057628604","-74.00431889831772"
"58111901","2023-07-06T08:17:00.000","2023-07-07T11:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.65542942447386","-74.00325805445905"
"58121448","2023-07-06T07:44:00.000","2023-07-07T13:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.66447760611747","-73.86348552618668"
"58123096","2023-07-06T07:11:00.000","2023-07-10T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.64342250533328","-74.09556923476592"
"58111892","2023-07-06T06:14:00.000","2023-07-12T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","233 STREET","233 STREET","135 AVENUE","137 AVENUE","QUEENS",,
"58119882","2023-07-05T21:53:00.000","2023-07-05T21:53:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","476 81 STREET","81 STREET","4 AVE","5 AVE","BROOKLYN","40.62546463681475","-74.02515573043985"
"58111919","2023-07-05T20:47:00.000","2023-07-06T09:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.59159812606125","-73.9606814743252"
"58121317","2023-07-05T20:32:00.000","2023-07-10T10:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","100 GOLD STREET","GOLD STREET","SPRUCE ST","ROSE ST","MANHATTAN","40.71035229111428","-74.00400739046181"
"58111883","2023-07-05T18:50:00.000","2023-07-16T19:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","91-42 CHICOT ROAD","CHICOT ROAD","BEND","CROSS BAY BLVD","QUEENS","40.67588587992674","-73.84476585061111"
"58111920","2023-07-05T17:50:00.000","2023-07-07T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2999 AVENUE U","AVENUE U","BROWN ST","BATCHELDER ST","BROOKLYN","40.6007426283983","-73.93911635622774"
"58115480","2023-07-05T17:35:00.000","2023-07-08T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1242 50 STREET","50 STREET","NEW UTRECHT AVE","13 AVE","BROOKLYN","40.635172799904254","-73.99388939926348"
"58118571","2023-07-05T17:29:00.000","2023-07-06T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","196 WATCHOGUE ROAD","WATCHOGUE ROAD","ST JOHN AVE","NEAL DOW AVE","STATEN ISLAND","40.615719925188785","-74.1358780765991"
"58111839","2023-07-05T17:02:00.000","2023-07-05T17:17:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","249-03 64 AVENUE","64 AVENUE","MARATHON PKWY","251 ST","QUEENS","40.75473714262192","-73.72772691186275"
"58118572","2023-07-05T16:35:00.000","2023-07-06T11:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","8305 21 AVENUE","21 AVENUE","83 ST","84 ST","BROOKLYN","40.60489228085933","-73.99436034159953"
"58121332","2023-07-05T16:05:00.000","2023-07-12T08:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.74694562339164","-73.71894194063006"
"58123079","2023-07-05T15:41:00.000","2023-07-05T16:08:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-03 80 STREET","80 STREET","88 AVE","88 RD","QUEENS","40.689911225929905","-73.86161607510587"
"58113864","2023-07-05T15:41:00.000","2023-07-12T12:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-03 80 STREET","80 STREET","88 AVE","88 RD","QUEENS","40.689911225929905","-73.86161607510587"
"58123093","2023-07-05T15:17:00.000","2023-07-06T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","251 ST MARKS AVENUE","ST MARKS AVENUE","VANDERBILT AVE","UNDERHILL AVE","BROOKLYN","40.67827782317361","-73.96723523900164"
"58121446","2023-07-05T15:08:00.000","2023-07-07T08:55:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","88-10 178 STREET","178 STREET","88 AVE","89 AVE","QUEENS","40.7114251038754","-73.78497151003901"
"58111890","2023-07-05T14:59:00.000","2023-07-05T14:59:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","186 RUSSELL STREET","RUSSELL STREET","NASSAU AVE","NORMAN AVE","BROOKLYN","40.726903704764744","-73.94469798277207"
"58111879","2023-07-05T14:56:00.000","2023-07-12T16:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"STATEN ISLAND","40.57657045983503","-74.10171921436951"
"58119918","2023-07-05T14:47:00.000","2023-07-06T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.81837868739609","-73.94698116971144"
"58119909","2023-07-05T14:32:00.000","2023-07-06T10:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2886 86 STREET","86 STREET","W 6 ST","VAN SICKLEN ST","BROOKLYN","40.591300474364516","-73.97626856757628"
"58113969","2023-07-05T14:20:00.000","2023-07-06T14:35:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"MANHATTAN","40.762582261975396","-74.00038625294978"
"58118478","2023-07-05T14:11:00.000","2023-07-06T11:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","122 29 STREET","29 STREET","3 AVE","4 AVE","BROOKLYN","40.65914863353852","-74.00184537266078"
"58115478","2023-07-05T13:44:00.000","2023-07-06T10:40:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","476 81 STREET","81 STREET","4 AVE","5 AVE","BROOKLYN","40.62546463681475","-74.02515573043985"
"58111858","2023-07-05T13:41:00.000","2023-07-05T14:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1657 EAST   36 STREET","EAST   36 STREET","AVENUE P","QUENTIN RD","BROOKLYN","40.61538256266747","-73.93761182469072"
"58111859","2023-07-05T13:29:00.000","2023-07-05T13:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2882 86 STREET","86 STREET","W 6 ST","VAN SICKLEN ST","BROOKLYN","40.591330677559334","-73.97631896500711"
"58119907","2023-07-05T13:26:00.000","2023-07-06T10:00:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1150 BAY RIDGE AVENUE","BAY RIDGE AVENUE","11 AVE","12 AVE","BROOKLYN","40.62563734578169","-74.00711480675258"
"58121330","2023-07-05T13:11:00.000","2023-07-05T17:53:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"QUEENS","40.70320220203781","-73.75113531000454"
"58118568","2023-07-05T13:08:00.000","2023-07-05T18:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","COZINE AVENUE","COZINE AVENUE","NEW JERSEY AVENUE","VERMONT STREET","BROOKLYN",,
"58119987","2023-07-05T13:05:00.000","2023-07-06T08:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","190 NASSAU AVENUE","NASSAU AVENUE","JEWEL ST","HUMBOLDT ST","BROOKLYN","40.72549876119992","-73.945478440495"
"58118569","2023-07-05T12:38:00.000","2023-07-10T01:15:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","86-03 252 STREET","252 STREET","86 AVE","87 AVE","QUEENS","40.731843335077784","-73.7142428234102"
"58116987","2023-07-05T12:14:00.000","2023-07-10T11:45:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","128 WINFIELD STREET","WINFIELD STREET","OLYMPIA BLVD","PATTERSON AVE","STATEN ISLAND","40.58885663261974","-74.07636914727948"
"58117160","2023-07-05T11:53:00.000","2023-07-06T09:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","193 RUSSELL STREET","RUSSELL STREET","NASSAU AVE","NORMAN AVE","BROOKLYN","40.72705194410479","-73.94474476267209"
"58117161","2023-07-05T11:20:00.000","2023-07-07T12:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","1272 BOSTON ROAD","BOSTON ROAD","E 169 ST","E 169 ST","BRONX","40.83088323764248","-73.90069250055556"
"58123080","2023-07-05T11:11:00.000","2023-07-07T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","129-42 133 STREET","133 STREET","SUTTER AVE","131 AVE","QUEENS","40.67194762198708","-73.80538020686059"
"58113977","2023-07-05T10:59:00.000","2023-07-06T09:20:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.72078923636976","-73.94650323768592"
"58118464","2023-07-05T10:38:00.000","2023-07-05T14:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2484 EAST   18 STREET","EAST   18 STREET","AVENUE X","AVENUE Y","BROOKLYN","40.59087019772902","-73.95199375486229"
"58111861","2023-07-05T10:08:00.000","2023-07-07T11:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","2001 CLINTON AVENUE","CLINTON AVENUE","E 179 ST","OAKLAND PL","BRONX","40.84637457095392","-73.88885754575216"
"58116988","2023-07-05T10:02:00.000","2023-07-11T13:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","99-59 MCKEE COURT","MCKEE COURT","DEAD END","104 ST","QUEENS","40.65186792925003","-73.83038108290611"
"58111887","2023-07-05T09:47:00.000",,"Catch Basin Clogged/Flooding (Use Comments) (SC)","620 WEST END AVENUE","WEST END AVENUE","W 90 ST","W 91 ST","MANHATTAN","40.79161081317161","-73.9758540814521"
"58113976","2023-07-05T09:29:00.000","2023-07-05T09:37:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)",,,,,"BROOKLYN","40.57724405166864","-74.000032398413"
"58117041","2023-07-05T09:26:00.000","2023-07-06T12:30:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","20 93 STREET","93 STREET","SHORE RD","MARINE AVE","BROOKLYN","40.61871959068824","-74.03892746854234"
"58119908","2023-07-05T09:23:00.000","2023-07-05T11:50:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","3610 CANAL AVENUE","CANAL AVENUE","W 36 ST","W 37 ST","BROOKLYN","40.578984223199605","-74.00277913627829"
"58119988","2023-07-05T09:17:00.000","2023-07-05T14:10:00.000","Catch Basin Clogged/Flooding (Use Comments) (SC)","124-19 25 ROAD","25 ROAD","124 ST","125 ST","QUEENS","40.77564619898126","-73.8442011251963"
