geoid,tract_id,empirical_estimate,at_least_one_positive_image_by_area,at_least_one_positive_image_by_area_CI_lower,at_least_one_positive_image_by_area_CI_upper,n_images_by_area
36061009300.0,36061009300.0,0.0,0.2830861829342839,0.009671235912643327,0.948348968961973,1039
36061009400.0,36061009400.0,0.0032658393207054214,0.23496600787424687,0.0032524798084028112,0.9972790589018462,1531
36061009500.0,36061009500.0,0.000881057268722467,0.2564212986831199,0.005783826865760575,0.960757341056299,1135
36061009600.0,36061009600.0,0.0,0.2260435139515957,0.006760873808003926,0.8866622619037693,1098
36061009700.0,36061009700.0,0.0010162601626016261,0.20935972870863265,0.005658203320591404,0.8881824874949055,984
36061009902.0,36061009902.0,0.005780346820809248,0.9774381028854299,0.7314152806258348,1.0,865
36061010000.0,36061010000.0,0.0007072135785007072,0.25501987637546536,0.006125482243271632,0.9542848415178635,1414
36061010100.0,36061010100.0,0.0021231422505307855,0.5589825116846365,0.020621445967468448,0.9999905905963414,942
36061010200.0,36061010200.0,0.0007936507936507937,0.35465771904585364,0.010211987684684651,0.9923660430468185,1260
36061010400.0,36061010400.0,0.0,0.15689088020060468,0.0031426428351880756,0.7621758376014024,1130
36061010801.0,36061010801.0,0.00390625,0.2096361094542821,0.002073715883813179,0.9548071893384112,256
36061010802.0,36061010802.0,0.0,0.07095513904320781,0.0003697170622069673,0.5111838501279206,230
36061010803.0,36061010803.0,0.004048582995951417,0.3210225440418315,0.0023685531946103567,0.9995274946068958,494
36061010900.0,36061010900.0,0.0,0.15748848830288723,0.0030028215104073498,0.7586619975134019,1669
36061011201.0,36061011201.0,0.0,0.2743289322335344,0.007007572744392304,0.9614511395597997,639
36061011202.0,36061011202.0,0.0033222591362126247,0.36028825499879347,0.008062901459781072,0.9982034341542267,602
36061011203.0,36061011203.0,0.0,0.10375138751326081,0.0014377021579464245,0.6103843345504603,648
36061011300.0,36061011300.0,0.0,0.14211703729927322,0.0024158904747299315,0.737034014415152,914
36061011402.0,36061011402.0,0.0,0.21242030758817723,0.005723229762701379,0.8684281852328263,754
36061011800.0,36061011800.0,0.0,0.4061584198199816,0.029964278416607884,0.9816676074423701,686
36061011900.0,36061011900.0,0.0,0.12244509694506046,0.001836069163412779,0.6782853663215147,952
36061012000.0,36061012000.0,0.0013175230566534915,0.3108751258118333,0.009515334439032958,0.9799055006738291,759
36061012101.0,36061012101.0,0.0,0.107697440579578,0.0011036566149752792,0.6657159979956102,563
36061012102.0,36061012102.0,0.0,0.05629675820587818,0.0005593894834635099,0.36770979781302465,511
